Country,Region,Year,AvgTemperature
North Korea,Asia,2011,6.79°C
North Korea,Asia,2012,6.45°C
North Korea,Asia,2013,6.86°C
North Korea,Asia,2014,7.68°C
North Korea,Asia,2015,7.82°C
North Korea,Asia,2016,7.65°C
North Korea,Asia,2017,7.37°C
North Korea,Asia,2018,7.29°C
North Korea,Asia,2019,8.17°C
North Korea,Asia,2020,7.91°C
North Korea,Asia,2021,8.03°C
North Korea,Asia,2022,7.32°C
North Korea,Asia,2023,8.38°C
Oman,Asia,2000,27.73°C
Oman,Asia,2001,27.77°C
Oman,Asia,2002,27.72°C
Oman,Asia,2003,27.95°C
Oman,Asia,2004,27.81°C
Oman,Asia,2005,27.85°C
Oman,Asia,2006,27.82°C
Oman,Asia,2007,28.1°C
Oman,Asia,2008,27.42°C
Oman,Asia,2009,28.21°C
Oman,Asia,2010,28.29°C
Oman,Asia,2011,27.94°C
Oman,Asia,2012,28.04°C
Oman,Asia,2013,27.6°C
Oman,Asia,2014,27.76°C
Oman,Asia,2015,28.37°C
Oman,Asia,2016,28.06°C
Oman,Asia,2017,28.2°C
Oman,Asia,2018,28.28°C
Oman,Asia,2019,28.24°C
Oman,Asia,2020,27.94°C
Oman,Asia,2021,28.23°C
Oman,Asia,2022,28.09°C
Oman,Asia,2023,28.56°C
Pakistan,Asia,2000,20.6°C
Pakistan,Asia,2001,20.77°C
Pakistan,Asia,2002,21.01°C
Pakistan,Asia,2003,20.36°C
Pakistan,Asia,2004,21.13°C
Pakistan,Asia,2005,19.93°C
Pakistan,Asia,2006,21.03°C
Pakistan,Asia,2007,20.59°C
Pakistan,Asia,2008,20.39°C
Pakistan,Asia,2009,20.73°C
Pakistan,Asia,2010,20.98°C
Pakistan,Asia,2011,20.56°C
Pakistan,Asia,2012,19.98°C
Pakistan,Asia,2013,20.47°C
Pakistan,Asia,2014,20.15°C
Pakistan,Asia,2015,20.44°C
Pakistan,Asia,2016,21.32°C
Pakistan,Asia,2017,21.08°C
Pakistan,Asia,2018,21.19°C
Pakistan,Asia,2019,20.38°C
Pakistan,Asia,2020,20.34°C
Pakistan,Asia,2021,21.11°C
Pakistan,Asia,2022,21.19°C
Pakistan,Asia,2023,20.84°C
Palestine,Asia,2000,19.94°C
Palestine,Asia,2001,20.57°C
Palestine,Asia,2002,20.46°C
Palestine,Asia,2003,20.23°C
Palestine,Asia,2004,20.12°C
Palestine,Asia,2005,19.89°C
Palestine,Asia,2006,19.77°C
Palestine,Asia,2007,20.22°C
Palestine,Asia,2008,20.5°C
Palestine,Asia,2009,20.64°C
Palestine,Asia,2010,22.0°C
Palestine,Asia,2011,20.04°C
Palestine,Asia,2012,20.68°C
Palestine,Asia,2013,20.48°C
Palestine,Asia,2014,20.55°C
Palestine,Asia,2015,20.52°C
Palestine,Asia,2016,21.0°C
Palestine,Asia,2017,20.69°C
Palestine,Asia,2018,21.51°C
Palestine,Asia,2019,20.74°C
Palestine,Asia,2020,21.05°C
Palestine,Asia,2021,21.36°C
Palestine,Asia,2022,20.68°C
Palestine,Asia,2023,21.43°C
Philippines,Asia,2000,25.57°C
Philippines,Asia,2001,25.77°C
Philippines,Asia,2002,25.88°C
Philippines,Asia,2003,25.79°C
Philippines,Asia,2004,25.85°C
Philippines,Asia,2005,25.96°C
Philippines,Asia,2006,26.08°C
Philippines,Asia,2007,26.07°C
Philippines,Asia,2008,25.81°C
Philippines,Asia,2009,25.94°C
Philippines,Asia,2010,26.29°C
Philippines,Asia,2011,25.79°C
Philippines,Asia,2012,26.02°C
Philippines,Asia,2013,26.11°C
Philippines,Asia,2014,25.94°C
Philippines,Asia,2015,26.15°C
Philippines,Asia,2016,26.52°C
Philippines,Asia,2017,26.13°C
Philippines,Asia,2018,26.25°C
Philippines,Asia,2019,26.37°C
Philippines,Asia,2020,26.45°C
Philippines,Asia,2021,26.25°C
Philippines,Asia,2022,26.22°C
Philippines,Asia,2023,26.44°C
Portugal,Europe,2000,15.14°C
Portugal,Europe,2001,15.21°C
Portugal,Europe,2002,15.24°C
Portugal,Europe,2003,15.55°C
Portugal,Europe,2004,15.24°C
Portugal,Europe,2005,15.26°C
Portugal,Europe,2006,15.7°C
Portugal,Europe,2007,14.92°C
Portugal,Europe,2008,14.83°C
Portugal,Europe,2009,15.63°C
Portugal,Europe,2010,15.34°C
Portugal,Europe,2011,15.76°C
Portugal,Europe,2012,14.96°C
Portugal,Europe,2013,15.15°C
Portugal,Europe,2014,15.36°C
Portugal,Europe,2015,15.7°C
Portugal,Europe,2016,15.59°C
Portugal,Europe,2017,16.1°C
Portugal,Europe,2018,15.16°C
Portugal,Europe,2019,15.46°C
Portugal,Europe,2020,15.98°C
Portugal,Europe,2021,15.46°C
Portugal,Europe,2022,16.39°C
Portugal,Europe,2023,16.3°C
Qatar,Asia,2000,27.41°C
Qatar,Asia,2001,27.57°C
Qatar,Asia,2002,27.57°C
Qatar,Asia,2003,27.62°C
Qatar,Asia,2004,27.56°C
Qatar,Asia,2005,27.28°C
Qatar,Asia,2006,27.78°C
Qatar,Asia,2007,27.88°C
Qatar,Asia,2008,27.65°C
Qatar,Asia,2009,27.81°C
Qatar,Asia,2010,28.3°C
Qatar,Asia,2011,27.56°C
Qatar,Asia,2012,27.7°C
Qatar,Asia,2013,26.97°C
Qatar,Asia,2014,27.4°C
Qatar,Asia,2015,28.2°C
Qatar,Asia,2016,27.61°C
Qatar,Asia,2017,28.07°C
Qatar,Asia,2018,28.44°C
Qatar,Asia,2019,28.16°C
Qatar,Asia,2020,28.09°C
Qatar,Asia,2021,28.53°C
Qatar,Asia,2022,28.35°C
Qatar,Asia,2023,28.47°C
Russia,Europe,2000,-4.19°C
Russia,Europe,2001,-4.11°C
Russia,Europe,2002,-3.72°C
Russia,Europe,2003,-3.39°C
Russia,Europe,2004,-4.0°C
Russia,Europe,2005,-3.01°C
Russia,Europe,2006,-4.23°C
Russia,Europe,2007,-2.48°C
Russia,Europe,2008,-2.82°C
Russia,Europe,2009,-4.16°C
Russia,Europe,2010,-4.09°C
Russia,Europe,2011,-2.94°C
Russia,Europe,2012,-3.43°C
Russia,Europe,2013,-3.28°C
Russia,Europe,2014,-3.46°C
Russia,Europe,2015,-2.64°C
Russia,Europe,2016,-2.81°C
Russia,Europe,2017,-2.62°C
Russia,Europe,2018,-3.18°C
Russia,Europe,2019,-2.57°C
Russia,Europe,2020,-1.28°C
Russia,Europe,2021,-3.46°C
Russia,Europe,2022,-2.54°C
Russia,Europe,2023,-2.59°C
Saudi Arabia,Asia,2000,25.82°C
Saudi Arabia,Asia,2001,26.0°C
Saudi Arabia,Asia,2002,25.86°C
Saudi Arabia,Asia,2003,26.15°C
Saudi Arabia,Asia,2004,25.91°C
Saudi Arabia,Asia,2005,25.94°C
Saudi Arabia,Asia,2006,26.02°C
Saudi Arabia,Asia,2007,26.09°C
Saudi Arabia,Asia,2008,25.79°C
Saudi Arabia,Asia,2009,26.26°C
Saudi Arabia,Asia,2010,27.03°C
Saudi Arabia,Asia,2011,25.87°C
Saudi Arabia,Asia,2012,26.28°C
Saudi Arabia,Asia,2013,25.86°C
Saudi Arabia,Asia,2014,26.3°C
Saudi Arabia,Asia,2015,26.77°C
Saudi Arabia,Asia,2016,26.56°C
Saudi Arabia,Asia,2017,26.86°C
Saudi Arabia,Asia,2018,26.89°C
Saudi Arabia,Asia,2019,26.74°C
Saudi Arabia,Asia,2020,26.55°C
Saudi Arabia,Asia,2021,27.17°C
Saudi Arabia,Asia,2022,26.83°C
Saudi Arabia,Asia,2023,26.97°C
South Africa,Africa,2000,17.24°C
South Africa,Africa,2001,17.6°C
South Africa,Africa,2002,17.78°C
South Africa,Africa,2003,18.11°C
South Africa,Africa,2004,18.04°C
South Africa,Africa,2005,18.12°C
South Africa,Africa,2006,17.44°C
South Africa,Africa,2007,17.85°C
South Africa,Africa,2008,17.88°C
South Africa,Africa,2009,17.76°C
South Africa,Africa,2010,18.23°C
South Africa,Africa,2011,17.32°C
South Africa,Africa,2012,17.71°C
South Africa,Africa,2013,17.86°C
South Africa,Africa,2014,17.95°C
South Africa,Africa,2015,18.84°C
South Africa,Africa,2016,18.83°C
South Africa,Africa,2017,18.28°C
South Africa,Africa,2018,18.37°C
South Africa,Africa,2019,19.13°C
South Africa,Africa,2020,18.18°C
South Africa,Africa,2021,17.85°C
South Africa,Africa,2022,18.12°C
South Africa,Africa,2023,18.24°C
South Korea,Asia,2000,12.11°C
South Korea,Asia,2001,12.34°C
South Korea,Asia,2002,12.25°C
South Korea,Asia,2003,12.14°C
South Korea,Asia,2004,12.94°C
South Korea,Asia,2005,11.92°C
South Korea,Asia,2006,12.55°C
South Korea,Asia,2007,12.85°C
South Korea,Asia,2008,12.6°C
South Korea,Asia,2009,12.59°C
South Korea,Asia,2010,12.2°C
South Korea,Asia,2011,11.93°C
South Korea,Asia,2012,11.86°C
South Korea,Asia,2013,12.43°C
South Korea,Asia,2014,12.71°C
South Korea,Asia,2015,13.05°C
South Korea,Asia,2016,13.25°C
South Korea,Asia,2017,12.67°C
South Korea,Asia,2018,12.58°C
South Korea,Asia,2019,13.1°C
South Korea,Asia,2020,12.85°C
South Korea,Asia,2021,13.19°C
South Korea,Asia,2022,12.8°C
South Korea,Asia,2023,13.5°C
Sri Lanka,Asia,2000,26.12°C
Sri Lanka,Asia,2001,26.48°C
Sri Lanka,Asia,2002,26.55°C
Sri Lanka,Asia,2003,26.59°C
Sri Lanka,Asia,2004,26.56°C
Sri Lanka,Asia,2005,26.79°C
Sri Lanka,Asia,2006,26.55°C
Sri Lanka,Asia,2007,26.47°C
Sri Lanka,Asia,2008,26.39°C
Sri Lanka,Asia,2009,26.75°C
Sri Lanka,Asia,2010,26.7°C
Sri Lanka,Asia,2011,26.48°C
Sri Lanka,Asia,2012,26.71°C
Sri Lanka,Asia,2013,26.55°C
Sri Lanka,Asia,2014,26.6°C
Sri Lanka,Asia,2015,26.66°C
Sri Lanka,Asia,2016,27.21°C
Sri Lanka,Asia,2017,26.74°C
Sri Lanka,Asia,2018,26.36°C
Sri Lanka,Asia,2019,26.9°C
Sri Lanka,Asia,2020,26.99°C
Sri Lanka,Asia,2021,26.6°C
Sri Lanka,Asia,2022,26.44°C
Sri Lanka,Asia,2023,26.88°C
Switzerland,Europe,2000,5.7°C
Switzerland,Europe,2001,5.27°C
Switzerland,Europe,2002,5.81°C
Switzerland,Europe,2003,5.75°C
Switzerland,Europe,2004,5.11°C
Switzerland,Europe,2005,4.89°C
Switzerland,Europe,2006,5.76°C
Switzerland,Europe,2007,5.92°C
Switzerland,Europe,2008,5.62°C
Switzerland,Europe,2009,5.72°C
Switzerland,Europe,2010,4.63°C
Switzerland,Europe,2011,6.39°C
Switzerland,Europe,2012,5.59°C
Switzerland,Europe,2013,5.11°C
Switzerland,Europe,2014,6.32°C
Switzerland,Europe,2015,6.48°C
Switzerland,Europe,2016,5.99°C
Switzerland,Europe,2017,5.97°C
Switzerland,Europe,2018,6.86°C
Switzerland,Europe,2019,6.34°C
Switzerland,Europe,2020,6.68°C
Switzerland,Europe,2021,5.45°C
Switzerland,Europe,2022,7.11°C
Switzerland,Europe,2023,7.1°C
Thailand,Asia,2000,25.91°C
Thailand,Asia,2001,26.26°C
Thailand,Asia,2002,26.46°C
Thailand,Asia,2003,26.34°C
Thailand,Asia,2004,26.27°C
Thailand,Asia,2005,26.6°C
Thailand,Asia,2006,26.46°C
Thailand,Asia,2007,26.36°C
Thailand,Asia,2008,25.87°C
Thailand,Asia,2009,26.24°C
Thailand,Asia,2010,26.93°C
Thailand,Asia,2011,25.74°C
Thailand,Asia,2012,26.65°C
Thailand,Asia,2013,26.36°C
Thailand,Asia,2014,26.4°C
Thailand,Asia,2015,26.8°C
Thailand,Asia,2016,26.95°C
Thailand,Asia,2017,26.5°C
Thailand,Asia,2018,26.45°C
Thailand,Asia,2019,27.1°C
Thailand,Asia,2020,27.0°C
Thailand,Asia,2021,26.46°C
Thailand,Asia,2022,26.37°C
Thailand,Asia,2023,27.04°C
Turkey,Asia,2000,11.16°C
Turkey,Asia,2001,12.42°C
Turkey,Asia,2002,11.3°C
Turkey,Asia,2003,11.28°C
Turkey,Asia,2004,11.23°C
Turkey,Asia,2005,11.41°C
Turkey,Asia,2006,11.48°C
Turkey,Asia,2007,11.72°C
Turkey,Asia,2008,11.62°C
Turkey,Asia,2009,11.68°C
Turkey,Asia,2010,13.33°C
Turkey,Asia,2011,10.74°C
Turkey,Asia,2012,11.75°C
Turkey,Asia,2013,11.7°C
Turkey,Asia,2014,12.61°C
Turkey,Asia,2015,12.06°C
Turkey,Asia,2016,12.24°C
Turkey,Asia,2017,11.96°C
Turkey,Asia,2018,13.33°C
Turkey,Asia,2019,12.6°C
Turkey,Asia,2020,12.79°C
Turkey,Asia,2021,12.62°C
Turkey,Asia,2022,12.21°C
Turkey,Asia,2023,12.88°C
Uganda,Africa,2000,22.87°C
Uganda,Africa,2001,22.6°C
Uganda,Africa,2002,23.14°C
Uganda,Africa,2003,23.19°C
Uganda,Africa,2004,23.24°C
Uganda,Africa,2005,23.51°C
Uganda,Africa,2006,23.02°C
Uganda,Africa,2007,22.98°C
Uganda,Africa,2008,22.85°C
Uganda,Africa,2009,23.48°C
Uganda,Africa,2010,23.17°C
Uganda,Africa,2011,22.96°C
Uganda,Africa,2012,23.05°C
Uganda,Africa,2013,23.03°C
Uganda,Africa,2014,23.38°C
Uganda,Africa,2015,23.62°C
Uganda,Africa,2016,24.08°C
Uganda,Africa,2017,23.75°C
Uganda,Africa,2018,23.28°C
Uganda,Africa,2019,23.51°C
Uganda,Africa,2020,23.17°C
Uganda,Africa,2021,23.61°C
Uganda,Africa,2022,23.55°C
Uganda,Africa,2023,23.97°C
Ukraine,Europe,2000,9.4°C
Ukraine,Europe,2001,8.97°C
Ukraine,Europe,2002,9.44°C
Ukraine,Europe,2003,8.2°C
Ukraine,Europe,2004,8.87°C
Ukraine,Europe,2005,9.02°C
Ukraine,Europe,2006,8.57°C
Ukraine,Europe,2007,10.19°C
Ukraine,Europe,2008,9.68°C
Ukraine,Europe,2009,9.59°C
Ukraine,Europe,2010,9.64°C
Ukraine,Europe,2011,8.93°C
Ukraine,Europe,2012,9.45°C
Ukraine,Europe,2013,9.77°C
Ukraine,Europe,2014,9.57°C
Ukraine,Europe,2015,10.24°C
Ukraine,Europe,2016,9.66°C
Ukraine,Europe,2017,9.88°C
Ukraine,Europe,2018,9.85°C
Ukraine,Europe,2019,10.66°C
Ukraine,Europe,2020,10.76°C
Ukraine,Europe,2021,9.19°C
Ukraine,Europe,2022,9.91°C
Ukraine,Europe,2023,10.81°C
United Arab Emirates,Asia,2000,27.87°C
United Arab Emirates,Asia,2001,27.9°C
United Arab Emirates,Asia,2002,27.96°C
United Arab Emirates,Asia,2003,28.22°C
United Arab Emirates,Asia,2004,28.14°C
United Arab Emirates,Asia,2005,28.14°C
United Arab Emirates,Asia,2006,28.26°C
United Arab Emirates,Asia,2007,28.3°C
United Arab Emirates,Asia,2008,27.88°C
United Arab Emirates,Asia,2009,28.3°C
United Arab Emirates,Asia,2010,28.93°C
United Arab Emirates,Asia,2011,28.43°C
United Arab Emirates,Asia,2012,28.61°C
United Arab Emirates,Asia,2013,27.78°C
United Arab Emirates,Asia,2014,28.0°C
United Arab Emirates,Asia,2015,28.92°C
United Arab Emirates,Asia,2016,28.22°C
United Arab Emirates,Asia,2017,28.94°C
United Arab Emirates,Asia,2018,28.96°C
United Arab Emirates,Asia,2019,28.7°C
United Arab Emirates,Asia,2020,28.58°C
United Arab Emirates,Asia,2021,29.09°C
United Arab Emirates,Asia,2022,28.87°C
United Arab Emirates,Asia,2023,28.97°C
United Kingdom,Europe,2000,9.42°C
United Kingdom,Europe,2001,9.11°C
United Kingdom,Europe,2002,9.73°C
United Kingdom,Europe,2003,9.74°C
United Kingdom,Europe,2004,9.7°C
United Kingdom,Europe,2005,9.66°C
United Kingdom,Europe,2006,9.94°C
United Kingdom,Europe,2007,9.81°C
United Kingdom,Europe,2008,9.27°C
United Kingdom,Europe,2009,9.39°C
United Kingdom,Europe,2010,8.23°C
United Kingdom,Europe,2011,9.88°C
United Kingdom,Europe,2012,8.95°C
United Kingdom,Europe,2013,8.98°C
United Kingdom,Europe,2014,10.13°C
United Kingdom,Europe,2015,9.44°C
United Kingdom,Europe,2016,9.55°C
United Kingdom,Europe,2017,9.84°C
United Kingdom,Europe,2018,9.71°C
United Kingdom,Europe,2019,9.69°C
United Kingdom,Europe,2020,9.9°C
United Kingdom,Europe,2021,9.57°C
United Kingdom,Europe,2022,10.33°C
United Kingdom,Europe,2023,10.25°C
United States,North America,2000,9.44°C
United States,North America,2001,9.54°C
United States,North America,2002,9.62°C
United States,North America,2003,9.54°C
United States,North America,2004,9.54°C
United States,North America,2005,9.85°C
United States,North America,2006,9.97°C
United States,North America,2007,9.86°C
United States,North America,2008,8.99°C
United States,North America,2009,9.11°C
United States,North America,2010,9.51°C
United States,North America,2011,9.55°C
United States,North America,2012,10.39°C
United States,North America,2013,9.2°C
United States,North America,2014,9.45°C
United States,North America,2015,10.34°C
United States,North America,2016,10.82°C
United States,North America,2017,10.46°C
United States,North America,2018,10.08°C
United States,North America,2019,9.85°C
United States,North America,2020,10.27°C
United States,North America,2021,10.22°C
United States,North America,2022,9.87°C
United States,North America,2023,10.35°C
Uzbekistan,Asia,2000,13.64°C
Uzbekistan,Asia,2001,13.77°C
Uzbekistan,Asia,2002,13.61°C
Uzbekistan,Asia,2003,12.84°C
Uzbekistan,Asia,2004,14.28°C
Uzbekistan,Asia,2005,13.94°C
Uzbekistan,Asia,2006,13.62°C
Uzbekistan,Asia,2007,13.88°C
Uzbekistan,Asia,2008,13.2°C
Uzbekistan,Asia,2009,13.58°C
Uzbekistan,Asia,2010,14.19°C
Uzbekistan,Asia,2011,13.03°C
Uzbekistan,Asia,2012,13.14°C
Uzbekistan,Asia,2013,14.37°C
Uzbekistan,Asia,2014,12.62°C
Uzbekistan,Asia,2015,14.07°C
Uzbekistan,Asia,2016,14.53°C
Uzbekistan,Asia,2017,13.71°C
Uzbekistan,Asia,2018,13.45°C
Uzbekistan,Asia,2019,14.45°C
Uzbekistan,Asia,2020,13.47°C
Uzbekistan,Asia,2021,14.48°C
Uzbekistan,Asia,2022,14.4°C
Uzbekistan,Asia,2023,15.27°C
Venezuela,South America,2000,24.8°C
Venezuela,South America,2001,25.11°C
Venezuela,South America,2002,25.29°C
Venezuela,South America,2003,25.45°C
Venezuela,South America,2004,25.37°C
Venezuela,South America,2005,25.72°C
Venezuela,South America,2006,25.56°C
Venezuela,South America,2007,25.64°C
Venezuela,South America,2008,25.36°C
Venezuela,South America,2009,25.87°C
Venezuela,South America,2010,25.97°C
Venezuela,South America,2011,25.46°C
Venezuela,South America,2012,25.49°C
Venezuela,South America,2013,25.83°C
Venezuela,South America,2014,25.91°C
Venezuela,South America,2015,26.27°C
Venezuela,South America,2016,26.16°C
Venezuela,South America,2017,25.55°C
Venezuela,South America,2018,25.58°C
Venezuela,South America,2019,25.81°C
Venezuela,South America,2020,25.98°C
Venezuela,South America,2021,25.23°C
Venezuela,South America,2022,25.28°C
Venezuela,South America,2023,26.16°C
Vietnam,Asia,2000,23.55°C
Vietnam,Asia,2001,23.77°C
Vietnam,Asia,2002,24.06°C
Vietnam,Asia,2003,24.09°C
Vietnam,Asia,2004,23.66°C
Vietnam,Asia,2005,23.77°C
Vietnam,Asia,2006,23.98°C
Vietnam,Asia,2007,23.81°C
Vietnam,Asia,2008,23.27°C
Vietnam,Asia,2009,23.91°C
Vietnam,Asia,2010,24.37°C
Vietnam,Asia,2011,23.15°C
Vietnam,Asia,2012,24.05°C
Vietnam,Asia,2013,23.92°C
Vietnam,Asia,2014,23.99°C
Vietnam,Asia,2015,24.55°C
Vietnam,Asia,2016,24.52°C
Vietnam,Asia,2017,24.2°C
Vietnam,Asia,2018,24.24°C
Vietnam,Asia,2019,24.82°C
Vietnam,Asia,2020,24.41°C
Vietnam,Asia,2021,24.12°C
Vietnam,Asia,2022,23.97°C
Vietnam,Asia,2023,24.51°C
Yemen,Asia,2000,25.63°C
Yemen,Asia,2001,25.55°C
Yemen,Asia,2002,25.55°C
Yemen,Asia,2003,25.72°C
Yemen,Asia,2004,25.74°C
Yemen,Asia,2005,25.99°C
Yemen,Asia,2006,26.02°C
Yemen,Asia,2007,26.03°C
Yemen,Asia,2008,25.42°C
Yemen,Asia,2009,26.17°C
Yemen,Asia,2010,26.02°C
Yemen,Asia,2011,25.91°C
Yemen,Asia,2012,26.02°C
Yemen,Asia,2013,25.8°C
Yemen,Asia,2014,25.95°C
Yemen,Asia,2015,26.09°C
Yemen,Asia,2016,26.08°C
Yemen,Asia,2017,25.99°C
Yemen,Asia,2018,25.72°C
Yemen,Asia,2019,26.27°C
Yemen,Asia,2020,25.86°C
Yemen,Asia,2021,25.82°C
Yemen,Asia,2022,25.87°C
Yemen,Asia,2023,26.6°C
