Country,Region,Year,AvgTemperature
Uganda,Africa,2016,22.0
Uganda,Africa,2017,22.6
Uganda,Africa,2018,22.2
Uganda,Africa,2019,22.8
Ukraine,Europe,2000,7.1
Ukraine,Europe,2001,7.4
Ukraine,Europe,2002,7.2
Ukraine,Europe,2003,7.8
Ukraine,Europe,2004,6.9
Ukraine,Europe,2005,7.2
Ukraine,Europe,2006,7.7
Ukraine,Europe,2007,8.0
Ukraine,Europe,2008,7.4
Ukraine,Europe,2009,7.6
Ukraine,Europe,2010,6.8
Ukraine,Europe,2011,7.8
Ukraine,Europe,2012,7.5
Ukraine,Europe,2013,7.8
Ukraine,Europe,2014,8.3
Ukraine,Europe,2015,8.1
Ukraine,Europe,2016,7.8
Ukraine,Europe,2017,8.4
Ukraine,Europe,2018,8.8
Ukraine,Europe,2019,9.0
United Kingdom,Europe,2000,8.5
United Kingdom,Europe,2001,8.8
United Kingdom,Europe,2002,8.6
United Kingdom,Europe,2003,9.4
United Kingdom,Europe,2004,8.3
United Kingdom,Europe,2005,8.7
United Kingdom,Europe,2006,9.2
United Kingdom,Europe,2007,9.0
United Kingdom,Europe,2008,8.7
United Kingdom,Europe,2009,9.1
United Kingdom,Europe,2010,8.3
United Kingdom,Europe,2011,9.3
United Kingdom,Europe,2012,8.9
United Kingdom,Europe,2013,9.2
United Kingdom,Europe,2014,9.7
United Kingdom,Europe,2015,9.5
United Kingdom,Europe,2016,9.2
United Kingdom,Europe,2017,9.8
United Kingdom,Europe,2018,10.2
United Kingdom,Europe,2019,10.4
United States,North America,2000,8.5
United States,North America,2001,8.8
United States,North America,2002,8.6
United States,North America,2003,9.1
United States,North America,2004,8.7
United States,North America,2005,9.2
United States,North America,2006,9.5
United States,North America,2007,9.0
United States,North America,2008,8.8
United States,North America,2009,9.3
United States,North America,2010,9.7
United States,North America,2011,9.2
United States,North America,2012,9.6
United States,North America,2013,9.9
United States,North America,2014,9.4
United States,North America,2015,10.1
United States,North America,2016,9.7
United States,North America,2017,10.3
United States,North America,2018,9.9
United States,North America,2019,10.5
Venezuela,South America,2000,24.1
Venezuela,South America,2001,24.4
Venezuela,South America,2002,24.2
Venezuela,South America,2003,24.7
Venezuela,South America,2004,24.3
Venezuela,South America,2005,24.8
Venezuela,South America,2006,25.1
Venezuela,South America,2007,24.6
Venezuela,South America,2008,24.4
Venezuela,South America,2009,24.9
Venezuela,South America,2010,25.3
Venezuela,South America,2011,24.8
Venezuela,South America,2012,25.2
Venezuela,South America,2013,25.5
Venezuela,South America,2014,25.0
Venezuela,South America,2015,25.7
Venezuela,South America,2016,25.3
Venezuela,South America,2017,25.9
Venezuela,South America,2018,25.5
Venezuela,South America,2019,26.1
Vietnam,Asia,2000,23.5
Vietnam,Asia,2001,23.8
Vietnam,Asia,2002,23.6
Vietnam,Asia,2003,24.0
Vietnam,Asia,2004,23.7
Vietnam,Asia,2005,24.1
Vietnam,Asia,2006,24.4
Vietnam,Asia,2007,23.9
Vietnam,Asia,2008,23.7
Vietnam,Asia,2009,24.2
Vietnam,Asia,2010,24.6
Vietnam,Asia,2011,24.1
Vietnam,Asia,2012,24.5
Vietnam,Asia,2013,24.8
Vietnam,Asia,2014,24.3
Vietnam,Asia,2015,25.0
Vietnam,Asia,2016,24.6
Vietnam,Asia,2017,25.2
Vietnam,Asia,2018,24.8
Vietnam,Asia,2019,25.4
